,INSTNM,CITY,ADM_RATE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,FAMINC
3517,Milwaukee School of Engineering,Milwaukee,0.6347,,2562.0,,57411.0,,46506.0,46506.0,,,
3518,Moraine Park Technical College,Fond du Lac,,,2269.0,,13554.0,,4641.0,6793.0,,,
3519,Mount Mary University,Milwaukee,0.6945,1050.0,640.0,,46622.0,,33390.0,33390.0,,,
3520,Nashotah House,Nashotah,,,,,,,,,,,
3521,Nicolet Area Technical College,Rhinelander,,,738.0,,12434.0,,4642.0,6962.0,,,
3522,Northcentral Technical College,Wausau,,,2958.0,,15800.0,,3791.0,5512.0,,,
3523,Northeast Wisconsin Technical College,Green Bay,,,6966.0,,14409.0,,4814.0,6965.0,,,
3524,Northland College,Ashland,0.6839,1129.0,508.0,,53032.0,,41237.0,41237.0,,,
3525,Ripon College,Ripon,0.8133,,754.0,,59356.0,,49600.0,49600.0,,,
3526,Saint Norbert College,De Pere,0.8359,1178.0,1784.0,,54466.0,,43204.0,43204.0,,,
3527,State College of Beauty Culture Inc,Wausau,,,39.0,,,17390.0,,,,,
3528,Southwest Wisconsin Technical College,Fennimore,,,1381.0,,14718.0,,4571.0,6731.0,,,
3529,Viterbo University,La Crosse,0.7238,1188.0,1456.0,,42691.0,,31150.0,31150.0,,,
3530,Chippewa Valley Technical College,Eau Claire,,,4074.0,,15303.0,,4642.0,6793.0,,,
3531,Waukesha County Technical College,Pewaukee,,,4180.0,,13664.0,,4728.0,6879.0,,,
3532,Western Technical College,La Crosse,,,3507.0,,14882.0,,4636.0,6788.0,,,
3533,University of Wisconsin-Whitewater,Whitewater,0.8238,1090.0,8893.0,,18326.0,,7864.0,17039.0,,,
3534,Northwood Technical College,Shell Lake,,,2092.0,,14873.0,,4570.0,6624.0,,,
3535,Wisconsin School of Professional Psychology,Milwaukee,,,,,,,,,,,
3536,University of Wisconsin-Eau Claire,Eau Claire,0.7662,1190.0,9138.0,,20478.0,,8914.0,17627.0,,,
3537,University of Wisconsin-Green Bay,Green Bay,0.8962,1090.0,6305.0,,17641.0,,7873.0,16091.0,,,
3538,University of Wisconsin-La Crosse,La Crosse,0.7425,1190.0,9137.0,,17946.0,,9232.0,18051.0,,,
3539,Wisconsin Lutheran College,Milwaukee,0.9383,1181.0,990.0,,45903.0,,33762.0,33762.0,,,
3540,University of Wisconsin-Oshkosh,Oshkosh,0.8852,1050.0,7812.0,,18642.0,,7795.0,15368.0,,,
3541,University of Wisconsin-Parkside,Kenosha,0.7283,1090.0,2969.0,,15328.0,,7466.0,15736.0,,,
3542,Herzing University-Madison,Madison,0.9448,,1783.0,,27991.0,,12750.0,12750.0,,,
3543,University of Wisconsin-Stout,Menomonie,0.8631,1120.0,6176.0,,20440.0,,9663.0,17930.0,,,
3544,University of Wisconsin-Superior,Superior,0.956,1050.0,2021.0,,18487.0,,8167.0,15740.0,,,
3545,University of Wisconsin-Madison,Madison,0.4906,1374.0,35184.0,,27100.0,,10796.0,39427.0,,,
3546,University of Wisconsin-Milwaukee,Milwaukee,0.8632,1090.0,17076.0,,21812.0,,9620.0,21485.0,,,
3547,University of Wisconsin-Platteville,Platteville,0.8543,1150.0,5920.0,,19916.0,,7862.0,16800.0,,,
3548,University of Wisconsin-River Falls,River Falls,0.8448,1090.0,4327.0,,18312.0,,8135.0,16128.0,,,
3549,University of Wisconsin-Stevens Point,Stevens Point,0.8905,1120.0,6995.0,,18407.0,,8376.0,17080.0,,,
3550,Casper College,Casper,,,2222.0,,13599.0,,3528.0,8568.0,,,
3551,Central Wyoming College,Riverton,,,987.0,,12619.0,,4680.0,10980.0,,,
3552,Eastern Wyoming College,Torrington,,,509.0,,13358.0,,4290.0,10590.0,,,
3553,Laramie County Community College,Cheyenne,,,2394.0,,13081.0,,4613.0,10913.0,,,
3554,Northwest College,Powell,,,889.0,,14631.0,,4862.0,11162.0,,,
3555,Northern Wyoming Community College District,Sheridan,,,1700.0,,15132.0,,4830.0,11130.0,,,
3556,Western Wyoming Community College,Rock Springs,,,1239.0,,12709.0,,3600.0,8640.0,,,
3557,Cheeks Beauty Academy,Cheyenne,,,45.0,,,15024.0,,,,,
3558,WyoTech,Laramie,,,993.0,,,36093.0,,,,,
3559,University of Wyoming,Laramie,0.9598,,8363.0,,21423.0,,6621.0,21771.0,,,
3560,American Samoa Community College,Pago Pago,,,966.0,,9250.0,,5460.0,5760.0,,,
3561,Guam Community College,Mangilao,,,1473.0,,9053.0,,3414.0,4614.0,,,
3562,University of Guam,Mangilao,,,2629.0,,14380.0,,6110.0,11414.0,,,
3563,Northern Marianas College,Saipan,,,1279.0,,9076.0,,4038.0,5520.0,,,
3564,Institute of Beauty Careers,Arecibo,,,131.0,,,11404.0,,,,,
3565,American University of Puerto Rico,Bayamon,,,196.0,,18357.0,,7056.0,7056.0,,,
3566,American University of Puerto Rico,Manati,,,200.0,,18167.0,,7056.0,7056.0,,,
3567,American Educational College,Bayamon,,,141.0,,10188.0,,7680.0,7680.0,,,
3568,Antilles School of Technical Careers,San Juan,,,397.0,,,9043.0,,,,,
3569,Universidad Adventista de las Antillas,Mayaguez,0.8308,,787.0,,13305.0,,7700.0,7700.0,,,
3570,Atlantic University College,Guaynabo,,,1577.0,,11548.0,,7060.0,7060.0,,,
3571,Universidad Central de Bayamon,Bayamón,0.8036,,602.0,,11022.0,,5594.0,5594.0,,,
3572,Columbia Central University-Caguas,Caguas,,,1882.0,,11777.0,,7830.0,7830.0,,,
3573,Albizu University-San Juan,San Juan,1.0,,701.0,,18932.0,,7665.0,7665.0,,,
3574,Caribbean University-Bayamon,Bayamon,,,645.0,,8997.0,,5966.0,5966.0,,,
3575,Caribbean University-Carolina,Carolina,,,131.0,,10146.0,,5952.0,5952.0,,,
3576,Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,0.9821,,290.0,,15169.0,,5818.0,5818.0,,,
3577,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,0.9474,,4075.0,,16013.0,,5920.0,5920.0,,,
3578,CEM College-San Juan,San Juan,,,210.0,,17096.0,,12300.0,12300.0,,,
3579,Universidad Teologica del Caribe,Trujillo Alto,,,280.0,,14360.0,,6510.0,6510.0,,,
3580,Colegio Universitario de San Juan,San Juan,0.9846,,596.0,,5705.0,,2340.0,2340.0,,,
3581,Universidad Ana G. Mendez-Cupey Campus,San Juan,,,4780.0,,13201.0,,6920.0,6920.0,,,
3582,Puerto Rico Conservatory of Music,San Juan,0.8448,,282.0,,10420.0,,3370.0,3370.0,,,
3583,Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,,,,,,,,,,,
3584,EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,0.9008,,922.0,,12894.0,,6900.0,12600.0,,,
3585,Emma's Beauty Academy-Mayaguez,Mayaguez,,,235.0,,,9590.0,,,,,
3586,Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,1.0,890.0,489.0,,8060.0,,4304.0,7304.0,,,
3587,Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,0.9185,,298.0,,5500.0,,1600.0,1600.0,,,
3588,Huertas College,Caguas,,,391.0,,12945.0,,7920.0,7920.0,,,
3589,Humacao Community College,Humacao,,,214.0,,10447.0,,6560.0,6560.0,,,
3590,ICPR Junior College-Arecibo,Arecibo,,,326.0,,12271.0,,7560.0,7560.0,,,
3591,ICPR Junior College-Mayaguez,Mayaguez,,,347.0,,13873.0,,7560.0,7560.0,,,
3592,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,0.75,,247.0,,8212.0,,1600.0,1600.0,,,
3593,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,0.6235,,165.0,,7485.0,,3707.0,3707.0,,,
3594,Inter American University of Puerto Rico-San German,San German,0.4011,,2699.0,,14911.0,,5580.0,5580.0,,,
3595,Inter American University of Puerto Rico-Aguadilla,Aguadilla,0.4568,,2908.0,,14521.0,,5542.0,5542.0,,,
3596,Inter American University of Puerto Rico-Arecibo,Arecibo,0.3331,,2352.0,,14570.0,,5580.0,5580.0,,,
3597,Inter American University of Puerto Rico-Barranquitas,Barranquitas,0.6777,,996.0,,14255.0,,5542.0,5542.0,,,
3598,Inter American University of Puerto Rico-Metro,San Juan,0.4678,,3099.0,,15073.0,,5580.0,5580.0,,,
3599,Inter American University of Puerto Rico-Ponce,Mercedita,0.5275,,2752.0,,14628.0,,5580.0,5580.0,,,
3600,Inter American University of Puerto Rico-Fajardo,Fajardo,0.4465,,1185.0,,14674.0,,5580.0,5580.0,,,
3601,Inter American University of Puerto Rico-Guayama,Guayama,0.4696,,1473.0,,14966.0,,5580.0,5580.0,,,
3602,Inter American University of Puerto Rico-Bayamon,Bayamon,0.3381,,3730.0,,14630.0,,5580.0,5580.0,,,
3603,Inter American University of Puerto Rico-School of Law,San Juan,,,,,,,,,,,
3604,Liceo de Arte y Tecnologia,San Juan,,,944.0,,,13118.0,,,,,
3605,Modern Hairstyling Institute-Bayamon,Bayamon,0.8571,,171.0,,,13161.0,,,,,
3606,Modern Hairstyling Institute-Arecibo,Arecibo,0.87,,66.0,,,11961.0,,,,,
3607,NUC University,Bayamon,,,25359.0,,14024.0,,7158.0,8870.0,,,
3608,Ponce Health Sciences University,Ponce,,,,,,,,,,,
3609,University of Puerto Rico-Aguadilla,Aguadilla,0.7684,974.0,1960.0,,12114.0,,5954.0,5954.0,,,
3610,University of Puerto Rico-Arecibo,Arecibo,0.6004,,2855.0,,18118.0,,5324.0,5324.0,,,
3611,University of Puerto Rico-Bayamon,Bayamon,0.9323,,3022.0,,11195.0,,6284.0,6284.0,,,
3612,University of Puerto Rico-Carolina,Carolina,0.5542,930.0,2197.0,,19780.0,,7986.0,7986.0,,,
3613,University of Puerto Rico-Cayey,Cayey,0.4932,1023.0,2200.0,,15146.0,,5354.0,5354.0,,,
3614,University of Puerto Rico-Humacao,Humacao,0.5205,,2591.0,,18858.0,,5364.0,5364.0,,,
3615,University of Puerto Rico-Utuado,Utuado,0.6804,,344.0,,19254.0,,5354.0,5354.0,,,
3616,University of Puerto Rico-Mayaguez,Mayaguez,0.5435,,9999.0,,18788.0,,5274.0,5274.0,,,
3617,University of Puerto Rico-Medical Sciences,San Juan,,,264.0,,,,,,,,
3618,University of Puerto Rico at Ponce,Ponce,0.5404,,2123.0,,14524.0,,5354.0,5354.0,,,
3619,University of Puerto Rico-Rio Piedras,San Juan,0.5159,,9112.0,,14944.0,,5324.0,5324.0,,,
3620,Universidad Ana G. Mendez-Carolina Campus,Carolina,,,4651.0,,12890.0,,6920.0,6920.0,,,
3621,Universidad del Sagrado Corazon,Santurce,0.5523,,3675.0,,19699.0,,6170.0,6170.0,,,
3622,Seminario Evangelico de Puerto Rico,San Juan,,,,,,,,,,,
3623,Universidad Central Del Caribe,Bayamon,0.7778,,112.0,,14697.0,,6597.0,6602.0,,,
3624,Universidad Politecnica de Puerto Rico,Hato Rey,,,3649.0,,21057.0,,9102.0,9102.0,,,
3625,Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,0.9977,,647.0,,14460.0,,5818.0,5818.0,,,
3626,Universidad Ana G. Mendez-Gurabo Campus,Gurabo,,,7923.0,,12740.0,,6920.0,6920.0,,,
3627,College of Micronesia-FSM,Pohnpei,0.7897,,1986.0,,10618.0,,5050.0,5050.0,,,
3628,Palau Community College,Koror,,,454.0,,9892.0,,3730.0,3970.0,,,
3629,University of the Virgin Islands,Charlotte Amalie,0.969,911.0,1325.0,,16096.0,,5235.0,14496.0,,,
3630,Stanford University,Stanford,0.0368,1553.0,7761.0,,78898.0,,58416.0,58416.0,,,
3631,Purdue University-Main Campus,West Lafayette,0.527,1354.0,38438.0,,22508.0,,9992.0,28794.0,,,
3632,Blue Hills Regional Technical School,Canton,0.4,,22.0,,,48940.0,,,,,
3633,Parker University,Dallas,,,411.0,,31277.0,,15718.0,15718.0,,,
3634,EDP University of Puerto Rico Inc-San Juan,San Juan,0.3964,,1201.0,,14217.0,,6900.0,12610.0,,,
3635,ICPR Junior College,Hato Rey,,,466.0,,12219.0,,7560.0,7560.0,,,
3636,City College-Fort Lauderdale,Fort Lauderdale,,,1.0,,36935.0,,18615.0,18615.0,,,
3637,Meridian College,Sarasota,,,132.0,,,20779.0,,,,,
3638,Georgia State University-Perimeter College,Atlanta,0.9913,950.0,12980.0,,14603.0,,2960.0,9312.0,,,
3639,Georgia Piedmont Technical College,Clarkston,,,1958.0,,17482.0,,3158.0,5558.0,,,
3640,ETI School of Skilled Trades,Willowbrook,,,323.0,,,37791.0,,,,,
3641,Traxlers School of Hair,Jackson,,,78.0,,,15573.0,,,,,
3642,Warren County Community College,Washington,,,889.0,,9609.0,,5190.0,6090.0,,,
3643,St. John's College,Santa Fe,0.5408,1383.0,364.0,,51688.0,,37090.0,37090.0,,,
3644,Bais Medrash Elyon,Monsey,1.0,,45.0,,,,8600.0,8600.0,,,
3645,Antioch University-Los Angeles,Culver City,,,74.0,,,,,,,,
3646,Antioch University-Santa Barbara,Santa Barbara,,,60.0,,,,,,,,
3647,Antioch University-New England,Keene,,,,,,,,,,,
3648,Antioch University-Seattle,Seattle,,,80.0,,,,,,,,
3649,Antioch University,Yellow Springs,,,105.0,,,,,,,,
3650,Mid-America Christian University,Oklahoma City,,,1415.0,,29094.0,,18838.0,18838.0,,,
3651,Miller-Motte College-Tulsa,Tulsa,,,167.0,,,27132.0,,,,,
3652,Ponca City Beauty College,Ponca City,,,39.0,,,11786.0,,,,,
3653,Francis Tuttle Technology Center,Oklahoma City,,,924.0,,,9764.0,,,,,
3654,Central Technology Center,Drumright,,,1459.0,,,,,,,,
3655,Carrington College-Portland,Portland,,,285.0,,,33213.0,,,,,
3656,Career Technology Center of Lackawanna County,Scranton,1.0,,50.0,,,24504.0,,,,,
3657,Houston Graduate School of Theology,Houston,,,,,,,,,,,
3658,Palo Alto College,San Antonio,,,7756.0,,10756.0,,3262.0,14272.0,,,
3659,Sebring Career Schools-Huntsville,Huntsville,,,15.0,,,23160.0,,,,,
3660,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,,,68.0,,,21963.0,,,,,
3661,Central Texas Beauty College-Round Rock,Round Rock,,,106.0,,,12540.0,,,,,
3662,Unification Theological Seminary,New York,,,,,,,,,,,
3663,Athens Technical College,Athens,,,2997.0,,13551.0,,3062.0,5462.0,,,
3664,GateWay Community College-Central City,Phoenix,,,443.0,,,15099.0,,,,,
3665,Carrington College-San Leandro Campus,San Leandro,,,403.0,,,34751.0,,,,,
3666,Headmasters School of Hair Design,Lewiston,,,44.0,,,17908.0,,,,,
3667,The Salon Professional Academy-Nampa,Nampa,,,88.0,,,26486.0,,,,,
3668,Beckfield College-Florence,Florence,,,653.0,,33404.0,,13295.0,13295.0,,,
3669,Dorsey College-Wayne,Wayne,,,216.0,,45403.0,,31680.0,31680.0,,,
3670,Ecumenical Theological Seminary,Detroit,,,9.0,,,,,,,,
3671,Ross Medical Education Center-Saginaw,Saginaw,,,68.0,,,24419.0,,,,,
3672,Sussex County Community College,Newton,,,1949.0,,13852.0,,5400.0,8760.0,,,
3673,Landmark College,Putney,0.4487,,458.0,,80680.0,,62720.0,62720.0,,,
3674,Yeshiva Gedolah of Greater Detroit,Oak Park,0.84,,68.0,,16533.0,,8600.0,8600.0,,,
3675,Collin County Community College District,McKinney,,,25111.0,,13193.0,,1864.0,5614.0,,,
3676,Owensboro Community and Technical College,Owensboro,,,2551.0,,12436.0,,4560.0,15480.0,,,
3677,Allure Beauty College,Whitesburg,,,25.0,,,17527.0,,,,,
3678,Cloyd's Beauty School 3 Inc,Monroe,,,83.0,,,12765.0,,,,,
3679,Moore Norman Technology Center,Norman,,,441.0,,,15422.0,,,,,
3680,Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,,,77.0,,,20942.0,,,,,
3681,Franklin County Career and Technology Center,Chambersburg,0.6087,,56.0,,,26840.0,,,,,
3682,Paul Mitchell the School-Knoxville,Knoxville,,,137.0,,,24261.0,,,,,
3683,Ogle School Hair Skin Nails-Hurst,Hurst,,,227.0,,,23076.0,,,,,
3684,Tennessee College of Applied Technology Nashville,Nashville,,,747.0,,,14953.0,,,,,
3685,ECPI University,Virginia Beach,0.8269,,11275.0,,28047.0,,18484.0,18484.0,,,
3686,Ms Roberts Academy of Beauty Culture,Hillside,,,49.0,,,18924.0,,,,,
3687,Paul Mitchell the School-Houston,Houston,,,330.0,,,22573.0,,,,,
3688,Fortis Institute-Forty Fort,Forty Fort,,,167.0,,28913.0,,13757.0,13757.0,,,
3689,Laurel Business Institute,Uniontown,0.8395,,305.0,,15066.0,,11470.0,11470.0,,,
3690,Aviation Institute of Maintenance-Philadelphia,Philadelphia,,,288.0,,26814.0,,16757.0,16757.0,,,
3691,Dorsey College-Roseville,Roseville,,,377.0,,46565.0,,31680.0,31680.0,,,
3692,Moler-Pickens Beauty Academy,Fairfield,,,102.0,,,18908.0,,,,,
3693,Red River Technology Center,Duncan,,,549.0,,,15135.0,,,,,
3694,Southern Union State Community College,Wadley,,,3767.0,,15245.0,,4920.0,8670.0,,,
3695,South University-Columbia,Columbia,,,420.0,,30064.0,,17014.0,17014.0,,,
3696,Clinton Technical School,Clinton,,,17.0,,,18852.0,,,,,
3697,Greene County Career and Technology Center,Waynesburg,1.0,,8.0,,,24345.0,,,,,
3698,Lac Courte Oreilles Ojibwe University,Hayward,,,254.0,,18128.0,,6030.0,6030.0,,,
3699,Diesel Driving Academy-Shreveport,Shreveport,,,310.0,,,18474.0,,,,,
3700,Pima Medical Institute-Mesa,Mesa,,,768.0,,,29268.0,,,,,
3701,Platt College-Los Angeles,Alhambra,,,667.0,,34529.0,,14519.0,14519.0,,,
3702,Platt College-Aurora,Greenwood Village,0.6471,,232.0,,42416.0,,20590.0,20590.0,,,
3703,Paul Mitchell the School-Boise,Boise,,,186.0,,,20970.0,,,,,
3704,Educators of Beauty College of Cosmetology-Rockford,Rockford,,,77.0,,,16169.0,,,,,
3705,Northwestern College,Oak Lawn,,,514.0,,30294.0,,18475.0,18475.0,,,
3706,Douglas J Aveda Institute,East Lansing,,,834.0,,,28707.0,,,,,
3707,Ross Medical Education Center-Brighton,Brighton,,,18.0,,,21376.0,,,,,
3708,Ross Medical Education Center-Ann Arbor,Ann Arbor,,,32.0,,,23954.0,,,,,
3709,Taylortown School of Beauty Inc,Taylor,,,220.0,,,27412.0,,,,,
3710,Pike-Lincoln Technical Center,Eolia,,,34.0,,,20852.0,,,,,
3711,West Virginia Junior College-United Career Institute,Mount Braddock,,,8.0,,19129.0,,13625.0,13625.0,,,
3712,St Charles Community College,Cottleville,,,5250.0,,10678.0,,3000.0,5664.0,,,
3713,University of Massachusetts Global,Irvine,,,4545.0,,35619.0,,12520.0,12520.0,,,
3714,New College of Florida,Sarasota,0.7541,1236.0,669.0,,22236.0,,6916.0,29944.0,,,
3715,Montana Bible College,Bozeman,,,0.0,,,,10090.0,10090.0,,,
3716,Conservatory of Recording Arts and Sciences,Tempe,,,615.0,,,23254.0,,,,,
3717,Adrian's Beauty College of Turlock,Turlock,,,97.0,,,23641.0,,,,,
3718,San Joaquin Valley College-Fresno,Fresno,,,419.0,,,30706.0,,,,,
3719,Dr. Ida Rolf Institute,Boulder,1.0,,32.0,,,36993.0,,,,,
3720,Aveda Institute-Fort Myers,Fort Myers,,,428.0,,,40988.0,,,,,
3721,Elizabeth Grady School of Esthetics and Massage Therapy,Medford,,,242.0,,,18394.0,,,,,
3722,Ross Medical Education Center-Port Huron,Port Huron,,,28.0,,,22540.0,,,,,
3723,Raphael's School of Beauty Culture Inc-Alliance,Alliance,,,421.0,,,27293.0,,,,,
3724,Metro Technology Centers,Oklahoma City,,,1919.0,,,12929.0,,,,,
3725,Luna Community College,Las Vegas,,,430.0,,10715.0,,1130.0,2882.0,,,
3726,Grabber School of Hair Design,St. Louis,,,209.0,,,15380.0,,,,,
3727,Yeshivah Gedolah Rabbinical College,Miami Beach,,,44.0,,17200.0,,8800.0,8800.0,,,
3728,Raphael's School of Beauty Culture Inc-Brunswick,Brunswick,,,88.0,,,23705.0,,,,,
3729,Caribbean University-Ponce,Ponce,,,405.0,,9038.0,,5966.0,5966.0,,,
3730,Caribbean University-Vega Baja,Vega Baja,,,141.0,,9109.0,,5966.0,5966.0,,,
3731,University of Advancing Technology,Tempe,0.915,,802.0,,30202.0,,18794.0,18794.0,,,
3732,Paradise Valley Community College,Phoenix,,,4084.0,,16531.0,,2070.0,7854.0,,,
3733,Chandler-Gilbert Community College,Chandler,,,7010.0,,17320.0,,2070.0,7854.0,,,
3734,Great Plains Technology Center,Lawton,,,201.0,,,12321.0,,,,,
3735,Roane-Jackson Technical Center,Leroy,,,26.0,,,10751.0,,,,,
3736,Pioneer Technology Center,Ponca City,,,108.0,,,,,,,,
3737,Portage Lakes Career Center,Uniontown,,,162.0,,,20544.0,,,,,
3738,Bell Mar Beauty College,Cicero,,,48.0,,,15594.0,,,,,
3739,Caddo Kiowa Technology Center,Fort Cobb,,,119.0,,,6445.0,,,,,
3740,Center for Instruction Technology & Innovation,Mexico,,,23.0,,,19412.0,,,,,
3741,International School of Skin Nailcare & Massage Therapy,Sandy Springs,,,317.0,,,50840.0,,,,,
3742,Palomar Institute of Cosmetology,San Marcos,,,194.0,,,21717.0,,,,,
3743,Southern Oklahoma Technology Center,Ardmore,,,160.0,,,9793.0,,,,,
3744,Autry Technology Center,Enid,0.6362,,458.0,,,,,,,,
3745,Greene County Career Center,Xenia,,,18.0,,,18036.0,,,,,
3746,Canadian Valley Technology Center,El Reno,,,745.0,,,9474.0,,,,,
3747,Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,0.6413,,65.0,,,23227.0,,,,,
3748,Meridian Technology Center,Stillwater,,,268.0,,,12401.0,,,,,
3749,Waynesville Career Center,Waynesville,,,19.0,,,32100.0,,,,,
3750,Capitol Beauty School,Omaha,,,138.0,,,16910.0,,,,,
3751,Morris County Vocational School District,Denville,1.0,,31.0,,,22734.0,,,,,
3752,Ross Medical Education Center-Roosevelt Park,Roosevelt Park,,,99.0,,,23600.0,,,,,
3753,Ross Medical Education Center-Kentwood,Kentwood,,,116.0,,,23550.0,,,,,
3754,South Florida Bible College and Theological Seminary,Deerfield Beach,,,237.0,,19773.0,,7380.0,7380.0,,,
3755,Cloyd's Barber School 2 Inc,Monroe,,,30.0,,,9885.0,,,,,
3756,Universal Technical Institute of Illinois Inc,Lisle,,,1216.0,,,27292.0,,,,,
3757,Pennsylvania College of Technology,Williamsport,,,4193.0,,31089.0,,17940.0,25680.0,,,
3758,Commonwealth Institute of Funeral Service,Houston,,,275.0,,35230.0,,15313.0,15313.0,,,
3759,Delta College of Arts & Technology,Baton Rouge,,,304.0,,,24052.0,,,,,
3760,InterCoast Colleges-Santa Ana,Santa Ana,,,31.0,,,30215.0,,,,,
3761,Stone Child College,Box Elder,,,231.0,,15748.0,,2645.0,2645.0,,,
3762,New York Academy of Art,New York,,,,,,,,,,,
3763,Suffolk County Community College,Selden,,,13825.0,,11708.0,,6270.0,11740.0,,,
3764,Las Positas College,Livermore,,,6088.0,,10912.0,,1168.0,8176.0,,,
3765,Blades School of Hair Design,California,,,28.0,,,18140.0,,,,,
3766,Ogeechee Technical College,Statesboro,,,1616.0,,15953.0,,3140.0,5540.0,,,
3767,Remington College-Mobile Campus,Mobile,,,255.0,,30153.0,,20393.0,20393.0,,,
3768,Southern Technical College,Fort Myers,,,578.0,,25653.0,,14742.0,14742.0,,,
3769,Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,,,22.0,,,,,,,,
3770,Southwest Acupuncture College-Santa Fe,Santa Fe,,,,,,,,,,,
3771,Northwest Technology Center-Alva,Alva,,,41.0,,,16198.0,,,,,
3772,Mercer County Career Center,Mercer,,,5.0,,,20049.0,,,,,
3773,California State University-San Marcos,San Marcos,0.9519,,13844.0,,19750.0,,7733.0,19613.0,,,
3774,Hairmasters Institute of Cosmetology,Bloomington,,,79.0,,,13005.0,,,,,
3775,Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,,,107.0,,,22346.0,,,,,
3776,Interactive College of Technology-Newport,Newport,,,119.0,,18726.0,,10610.0,10610.0,,,
3777,Miller-Motte College-McCann-Monroe,Monroe,,,165.0,,,27824.0,,,,,
3778,Ross Medical Education Center-Taylor,Taylor,,,53.0,,,22850.0,,,,,
3779,National Tractor Trailer School Inc-Liverpool,Liverpool,,,189.0,,,18562.0,,,,,
3780,Interactive College of Technology,Houston,,,90.0,,19325.0,,10730.0,10730.0,,,
3781,Butler Beauty Academy-New Castle Beauty Academy,New Castle,,,42.0,,,15448.0,,,,,
3782,NorthWest Arkansas Community College,Bentonville,,,4900.0,,10640.0,,2866.0,4906.0,,,
3783,Brewster Technical College,Tampa,,,1053.0,,,9237.0,,,,,
3784,Hodges University,Fort Myers,,,337.0,,25380.0,,15500.0,15500.0,,,
3785,University of St. Augustine for Health Sciences,San Marcos,,,,,,,,,,,
3786,Capital Area School of Practical Nursing,Springfield,,,106.0,,,,,,,,
3787,Hair Professionals Career College,Palos Hills,,,62.0,,,18067.0,,,,,
3788,Empire Beauty School-Bloomfield,Bloomfield,,,94.0,,,22019.0,,,,,
3789,Southwest Technology Center,Altus,,,332.0,,,17224.0,,,,,
3790,Western Area Career & Technology Center,Canonsburg,,,32.0,,,,,,,,
3791,Hussian College-Daymar College Clarksville,Clarksville,0.5332,,371.0,,34224.0,,22001.0,22001.0,,,
3792,Nossi College of Art,Nashville,0.5673,,298.0,,26907.0,,19150.0,19150.0,,,
3793,Seguin Beauty School-New Braunfels,New Braunfels,,,0.0,,,21360.0,,,,,
3794,Pima Medical Institute-Seattle,Seattle,,,474.0,,,32369.0,,,,,
3795,Mineral County Vocational Technical Center,Keyser,,,9.0,,,6780.0,,,,,
3796,Hypnosis Motivation Institute,Tarzana,,,241.0,,,48329.0,,,,,
3797,Thanh Le College School of Cosmetology,Garden Grove,,,53.0,,,,,,,,
3798,Southeastern Technical College,Vidalia,,,1018.0,,14404.0,,3127.0,5527.0,,,
3799,Massachusetts School of Law,Andover,,,,,,,,,,,
3800,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,,,943.0,,,25474.0,,,,,
3801,Erwin Technical College,Tampa,,,642.0,,,15746.0,,,,,
3802,Rosel School of Cosmetology,Niles,,,42.0,,,11434.0,,,,,
3803,Worsham College of Mortuary Science,Wheeling,0.7647,,190.0,,28600.0,,24800.0,24800.0,,,
3804,Bryan University,Springfield,,,127.0,,25879.0,,15782.0,15782.0,,,
3805,Oregon College of Oriental Medicine,Portland,,,,,,,,,,,
3806,Central Pennsylvania Institute of Science and Technology,Pleasant Gap,0.8264,,131.0,,,15395.0,,,,,
3807,Northwest Educational Center,Houston,,,69.0,,,16558.0,,,,,
3808,PCI Health Training Center,Dallas,,,282.0,,,22633.0,,,,,
3809,Hamrick School,Medina,,,92.0,,,9054.0,,,,,
3810,Fortis College,Mobile,,,232.0,,,28566.0,,,,,
3811,Downey Adult School,Downey,,,813.0,,,15243.0,,,,,
3812,CRU Institute of Cosmetology and Barbering,Garden Grove,,,112.0,,,22310.0,,,,,
3813,Modern Technology School,Fountain Valley,,,115.0,,,26323.0,,,,,
3814,National Career Education,Citrus Heights,,,342.0,,,31338.0,,,,,
3815,North-West College-Glendale,Glendale,,,128.0,,,36490.0,,,,,
3816,Fremont University,Cerritos,,,143.0,,,35073.0,,,,,
3817,Pomona Unified School District Adult and Career Education,Pomona,,,93.0,,,7817.0,,,,,
