,INSTNM,CITY,ADM_RATE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,FAMINC
1442,Merrimack College,North Andover,0.7463,,4065.0,,65121.0,,49196.0,49196.0,,,
1443,MGH Institute of Health Professions,Boston,,,140.0,,,,,,,,
1444,Middlesex Community College,Bedford,,,4558.0,,10604.0,,6048.0,12120.0,,,
1445,Montserrat College of Art,Beverly,,,291.0,,54469.0,,37850.0,37850.0,,,
1446,Mount Holyoke College,South Hadley,0.3976,1432.0,2183.0,,75051.0,,58498.0,58498.0,,,
1447,Mount Wachusett Community College,Gardner,,,2342.0,,14199.0,,5760.0,10680.0,,,
1448,Rob Roy Academy-New Bedford,New Bedford,,,6.0,,,28486.0,,,,,
1449,The New England Conservatory of Music,Boston,0.3755,,363.0,,75230.0,,55910.0,55910.0,,,
1450,New England College of Optometry,Boston,,,,,,,,,,,
1451,New England Law-Boston,Boston,,,,,,,,,,,
1452,Nichols College,Dudley,0.8486,1060.0,1164.0,,54138.0,,38800.0,38800.0,,,
1453,Massachusetts College of Liberal Arts,North Adams,0.9245,,760.0,,25160.0,,11590.0,20535.0,,,
1454,North Bennet Street School,Boston,,,152.0,,,42090.0,,,,,
1455,North Shore Community College,Danvers,,,3615.0,,13740.0,,5352.0,10920.0,,,
1456,Northeastern University,Boston,0.068,1505.0,16172.0,,78153.0,,60192.0,60192.0,,,
1457,Northern Essex Community College,Haverhill,,,3290.0,,12304.0,,5688.0,11472.0,,,
1458,College of Our Lady of the Elms,Chicopee,0.9091,1140.0,915.0,,49975.0,,40635.0,40635.0,,,
1459,Pope St John XXIII National Seminary,Weston,,,,,,,,,,,
1460,Quincy College,Quincy,,,2098.0,,18225.0,,7344.0,7344.0,,,
1461,Quinsigamond Community College,Worcester,,,5264.0,,13352.0,,5830.0,10774.0,,,
1462,Regis College,Weston,0.8877,,1095.0,,61392.0,,46150.0,46150.0,,,
1463,Roxbury Community College,Roxbury Crossing,,,1148.0,,16063.0,,5784.0,11088.0,,,
1464,Saint John's Seminary,Brighton,,,17.0,,,,,,,,
1465,Salem State University,Salem,0.9266,1110.0,4592.0,,27335.0,,11978.0,18961.0,,,
1466,Simmons University,Boston,0.7646,1297.0,1786.0,,60828.0,,44350.0,44350.0,,,
1467,Bard College at Simon's Rock,Great Barrington,0.9545,,263.0,,81055.0,,64951.0,64951.0,,,
1468,Smith College,Northampton,0.2286,1455.0,2515.0,,78438.0,,58768.0,58768.0,,,
1469,Southeastern Technical Institute,South Easton,0.3099,,127.0,,,15263.0,,,,,
1470,Springfield College,Springfield,0.7563,1216.0,2002.0,,56240.0,,41694.0,41694.0,,,
1471,Springfield Technical Community College,Springfield,,,3678.0,,14741.0,,5520.0,10728.0,,,
1472,University of Massachusetts-Dartmouth,North Dartmouth,0.9552,1149.0,5331.0,,29342.0,,14854.0,30992.0,,,
1473,Stonehill College,Easton,0.7344,,2466.0,,65513.0,,52000.0,52000.0,,,
1474,Suffolk University,Boston,0.8679,1204.0,4325.0,,59927.0,,43332.0,43332.0,,,
1475,Rob Roy Academy-Taunton,Taunton,,,5.0,,,30719.0,,,,,
1476,Tufts University,Medford,0.0969,1513.0,6747.0,,81614.0,,65222.0,65222.0,,,
1477,Wellesley College,Wellesley,0.1357,1500.0,2353.0,,81090.0,,61920.0,61920.0,,,
1478,Wentworth Institute of Technology,Boston,0.9231,1215.0,3557.0,,55835.0,,38760.0,38760.0,,,
1479,Western New England University,Springfield,0.8801,1194.0,2402.0,,54933.0,,44500.0,44500.0,,,
1480,Westfield State University,Westfield,0.8151,,3693.0,,24963.0,,11500.0,17580.0,,,
1481,Wheaton College (Massachusetts),Norton,0.7948,1346.0,1653.0,,74460.0,,60230.0,60230.0,,,
1482,Williams College,Williamstown,0.085,1540.0,2138.0,,78086.0,,61770.0,61770.0,,,
1483,Worcester Polytechnic Institute,Worcester,0.5748,,5146.0,,73842.0,,57096.0,57096.0,,,
1484,Worcester State University,Worcester,0.8766,1135.0,4025.0,,20795.0,,10786.0,16866.0,,,
1485,Adrian College,Adrian,0.6906,1050.0,1688.0,,56391.0,,39596.0,39596.0,,,
1486,Albion College,Albion,0.6652,,1445.0,,66805.0,,54930.0,54930.0,,,
1487,Hillsdale Beauty College,Hillsdale,,,31.0,,,14249.0,,,,,
1488,Northwestern Technological Institute,Southfield,,,731.0,,,36633.0,,,,,
1489,Alma College,Alma,0.6465,,1222.0,,58657.0,,45616.0,45616.0,,,
1490,Alpena Community College,Alpena,,,726.0,,10653.0,,4980.0,7560.0,,,
1491,Andrews University,Berrien Springs,0.9127,1184.0,1249.0,,42774.0,,32734.0,32734.0,,,
1492,Aquinas College,Grand Rapids,0.9078,1100.0,1107.0,,47228.0,,37280.0,37280.0,,,
1493,Baker College,Owosso,0.3665,,3230.0,,22902.0,,12710.0,12710.0,,,
1494,Bay de Noc Community College,Escanaba,,,1136.0,,14676.0,,5580.0,10740.0,,,
1495,Bayshire Academy of Beauty Craft Inc,Bay City,,,116.0,,,8745.0,,,,,
1496,Calvin University,Grand Rapids,0.7421,1263.0,2833.0,,52094.0,,38620.0,38620.0,,,
1497,Calvin Theological Seminary,Grand Rapids,,,,,,,,,,,
1498,Carnegie Institute,Troy,,,104.0,,21295.0,,15042.0,15042.0,,,
1499,Michigan School of Psychology,Farmington Hills,,,,,,,,,,,
1500,Central Michigan University,Mount Pleasant,0.7895,1104.0,10297.0,,26077.0,,13650.0,13650.0,,,
1501,Mott Community College,Flint,,,4690.0,,13054.0,,4235.0,7091.0,,,
1502,Empire Beauty School-Michigan,Grand Rapids,,,263.0,,,20581.0,,,,,
1503,Cleary University,Howell,0.6753,,716.0,,37464.0,,23629.0,23629.0,,,
1504,Concordia University Ann Arbor,Ann Arbor,0.7018,1050.0,843.0,,47701.0,,32982.0,32982.0,,,
1505,Cranbrook Academy of Art,Bloomfield Hills,,,,,,,,,,,
1506,College for Creative Studies,Detroit,0.492,,1317.0,,58859.0,,49435.0,49435.0,,,
1507,Davenport University,Grand Rapids,0.9891,,3412.0,,34159.0,,22244.0,22244.0,,,
1508,David Pressley School of Cosmetology,Royal Oak,,,277.0,,,18401.0,,,,,
1509,Delta College,University Center,,,5624.0,,11037.0,,4460.0,7250.0,,,
1510,Detroit Business Institute-Downriver,Riverview,0.6522,,108.0,,,27691.0,,,,,
1511,MIAT College of Technology,Canton,0.9907,,1303.0,,24713.0,,14890.0,14890.0,,,
1512,University of Detroit Mercy,Detroit,0.9053,1090.0,2322.0,,39217.0,,31058.0,31058.0,,,
1513,Dorsey College,Madison Heights,,,480.0,,46159.0,,31680.0,31680.0,,,
1514,Eastern Michigan University,Ypsilanti,0.8323,1056.0,11206.0,,26085.0,,16410.0,16410.0,,,
1515,Creative Hair School of Cosmetology,Flint,,,58.0,,,19306.0,,,,,
1516,Ferris State University,Big Rapids,0.8788,1032.0,8390.0,,25135.0,,13076.0,13076.0,,,
1517,Glen Oaks Community College,Centreville,,,565.0,,13840.0,,4056.0,6504.0,,,
1518,Kettering University,Flint,0.8075,1266.0,1401.0,,58080.0,,44380.0,44380.0,,,
1519,Gogebic Community College,Ironwood,,,536.0,,13303.0,,5442.0,8108.0,,,
1520,Grace Christian University,Wyoming,0.9966,,817.0,,23616.0,,14520.0,14520.0,,,
1521,Cornerstone University,Grand Rapids,0.8178,,1383.0,,39524.0,,27880.0,27880.0,,,
1522,Grand Rapids Community College,Grand Rapids,,,10272.0,,14184.0,,3999.0,11679.0,,,
1523,Grand Valley State University,Allendale,0.9037,1092.0,18487.0,,25379.0,,13952.0,19856.0,,,
1524,Great Lakes Christian College,Lansing,,,132.0,,26316.0,,17220.0,17220.0,,,
1525,Henry Ford College,Dearborn,,,8779.0,,10439.0,,3388.0,7348.0,,,
1526,Hillsdale College,Hillsdale,0.2058,1440.0,1562.0,,,,30902.0,30902.0,,,
1527,Hope College,Holland,0.8045,1213.0,3173.0,,49892.0,,38370.0,38370.0,,,
1528,Jackson College,Jackson,,,2953.0,,17446.0,,6735.0,9375.0,,,
1529,Kalamazoo College,Kalamazoo,0.7925,1264.0,1192.0,,68832.0,,56562.0,56562.0,,,
1530,Kalamazoo Valley Community College,Kalamazoo,,,4947.0,,10611.0,,3916.0,8596.0,,,
1531,Kellogg Community College,Battle Creek,,,2502.0,,11591.0,,4635.0,9638.0,,,
1532,Kirtland Community College,Grayling,,,912.0,,14915.0,,4770.0,8910.0,,,
1533,Michigan College of Beauty-Monroe,Monroe,,,107.0,,,14646.0,,,,,
1534,Lake Michigan College,Benton Harbor,,,2091.0,,16005.0,,5048.0,7148.0,,,
1535,Lake Superior State University,Sault Ste Marie,0.7691,1097.0,1468.0,,25607.0,,13728.0,13728.0,,,
1536,Lansing Community College,Lansing,,,8210.0,,10123.0,,3920.0,10760.0,,,
1537,Lawrence Technological University,Southfield,0.8191,,1864.0,,52558.0,,39570.0,39570.0,,,
1538,M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,,,52.0,,,16440.0,,,,,
1539,Macomb Community College,Warren,,,14356.0,,10962.0,,3450.0,7830.0,,,
1540,Madonna University,Livonia,0.6484,,1693.0,,38500.0,,26100.0,26100.0,,,
1541,Rochester University,Rochester Hills,0.7137,,848.0,,34571.0,,26736.0,26736.0,,,
1542,University of Michigan-Ann Arbor,Ann Arbor,0.1769,1473.0,32448.0,,32139.0,,16736.0,55334.0,,,
1543,The Michigan Barber School,Detroit,,,134.0,,,13975.0,,,,,
1544,Michigan State University,East Lansing,0.8795,1273.0,39021.0,,29204.0,,15372.0,41958.0,,,
1545,Michigan Technological University,Houghton,0.9368,1245.0,5633.0,,31297.0,,17614.0,39574.0,,,
1546,University of Michigan-Dearborn,Dearborn,0.541,1156.0,5962.0,,22327.0,,14320.0,29584.0,,,
1547,University of Michigan-Flint,Flint,0.6635,1071.0,4029.0,,23278.0,,13242.0,25506.0,,,
1548,Mid Michigan College,Harrison,,,2108.0,,13847.0,,5578.0,8188.0,,,
1549,Monroe County Community College,Monroe,,,1668.0,,10009.0,,4423.0,7940.0,,,
1550,Montcalm Community College,Sidney,,,1031.0,,14203.0,,4830.0,12240.0,,,
1551,Muskegon Community College,Muskegon,,,2701.0,,10575.0,,6730.0,14810.0,,,
1552,North Central Michigan College,Petoskey,,,988.0,,10900.0,,5040.0,9810.0,,,
1553,Northern Michigan University,Marquette,0.7055,,6322.0,,25294.0,,12648.0,18144.0,,,
1554,Northwestern Michigan College,Traverse City,,,2689.0,,11788.0,,5180.0,12048.0,,,
1555,Northwood University,Midland,0.7968,1055.0,1911.0,,45439.0,,31600.0,31600.0,,,
1556,Oakland Community College,Auburn Hills,,,11503.0,,10474.0,,2900.0,5400.0,,,
1557,Oakland University,Rochester Hills,0.9005,1140.0,12626.0,,23669.0,,14476.0,23730.0,,,
1558,Olivet College,Olivet,0.8464,,859.0,,45023.0,,32006.0,32006.0,,,
